Country,Job Title,Age,Quantity,Percentage
Czechia,Data Keyer,24,1,0.01%
Czechia,Data Entry Specialist,44,1,0.01%
Czechia,Data Entry Machine Operator,41,1,0.01%
Czechia,Data Coordinator,53,1,0.01%
Czechia,Data Communications Software Consultant,42,1,0.01%
Czechia,Data Modeling Specialist,42,1,0.01%
Czechia,Data Communications Analyst,47,1,0.01%
Czechia,Data Collection Technician,50,1,0.01%
Czechia,Data Center Operator,48,1,0.01%
Czechia,Data Architect,43,1,0.01%
Czechia,Data Architect,30,1,0.01%
Czechia,Data Administrator,50,1,0.01%
Czechia,Data Administrator,42,1,0.01%
Czechia,Data Acquisition Technician,25,1,0.01%
Czechia,Data Modeling Specialist,37,1,0.01%
Czechia,Data Officer,30,1,0.01%
Czechia,Computer or Data Processing Systems Consultant,40,1,0.01%
Czechia,Data Processing Mechanic,39,1,0.01%
Czechia,Data Security Analyst,40,1,0.01%
Czechia,Data Security Analyst,23,1,0.01%
Czechia,Data Scientist,38,1,0.01%
Czechia,Data Sciences Director,27,1,0.01%
Czechia,Data Processing Systems Analyst,52,1,0.01%
Czechia,Data Processing Systems Analyst,37,1,0.01%
Czechia,Data Processing Systems Analyst,30,1,0.01%
Czechia,Data Processing Services Sales Representative,45,1,0.01%
Czechia,Data Processing Manager,54,1,0.01%
Czechia,Data Officer,38,1,0.01%
Czechia,Data Processing Equipment Repairer,35,1,0.01%
Czechia,Data Processing Auxiliary Equipment Operator,44,1,0.01%
Czechia,Data Processing Auditor,43,1,0.01%
Czechia,Data Operations Director,56,1,0.01%
Czechia,Data Operations Director,41,1,0.01%
Czechia,Data Operations Director,36,1,0.01%
Czechia,Data Officer,44,1,0.01%
Czechia,Data Officer,39,1,0.01%
Czechia,Computer or Data Processing Systems Consultant,47,1,0.01%
Czechia,Computer or Data Processing Systems Consultant,38,1,0.01%
Czechia,Data Systems Manager,52,1,0.01%
Croatia,No Full-Time Job,27,1,0.01%
Croatia,No Full-Time Job,48,1,0.01%
Croatia,No Full-Time Job,45,1,0.01%
Croatia,No Full-Time Job,42,1,0.01%
Croatia,No Full-Time Job,40,1,0.01%
Croatia,No Full-Time Job,37,1,0.01%
Croatia,No Full-Time Job,32,1,0.01%
Croatia,No Full-Time Job,31,1,0.01%
Croatia,No Full-Time Job,30,1,0.01%
Croatia,No Full-Time Job,25,1,0.01%
Croatia,No Full-Time Job,60,1,0.01%
Croatia,No Full-Time Job,19,1,0.01%
Croatia,No Full-Time Job,18,1,0.01%
Croatia,No Full-Time Job,17,1,0.01%
Croatia,No Full-Time Job,15,1,0.01%
Croatia,Internet Database Specialist,43,1,0.01%
Croatia,Internet Database Specialist,36,1,0.01%
Croatia,Head of Information Systems and Data Processing,35,1,0.01%
Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),26,1,0.01%
Croatia,No Full-Time Job,56,1,0.01%
Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",30,1,0.01%
Czechia,Clinical Data Coordinator,41,1,0.01%
Cyprus,No Full-Time Job,50,1,0.01%
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),51,1,0.01%
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),42,1,0.01%
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),39,1,0.01%
Czechia,Automatic Data Processing Planner (ADP Planner),43,1,0.01%
Czechia,Automatic Data Processing Planner,48,1,0.01%
Czechia,Automatic Data Processing Planner,43,1,0.01%
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),49,1,0.01%
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),21,1,0.01%
Cyprus,No Full-Time Job,39,1,0.01%
Cyprus,Clinical Trials Data Coordinator,19,1,0.01%
Cyprus,No Full-Time Job,30,1,0.01%
Cyprus,Head of Information Systems and Data Processing,42,1,0.01%
Cyprus,Database Administrator (DBA),43,1,0.01%
Cyprus,Data Warehousing Specialist,42,1,0.01%
Cyprus,Data Systems Manager,42,1,0.01%
Cyprus,Data Modeling Specialist,42,1,0.01%
Cyprus,Data Management Associate,28,1,0.01%
Cyprus,Data Communications Analyst,30,1,0.01%
Czechia,Data Storage Specialist,39,1,0.01%
Czechia,Data Technician,65,1,0.01%
Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),25,1,0.01%
Czechia,Marketing Database Analyst,42,1,0.01%
Czechia,No Full-Time Job,27,1,0.01%
Czechia,No Full-Time Job,19,1,0.01%
Czechia,No Full-Time Job,18,1,0.01%
Czechia,No Full-Time Job,17,1,0.01%
Czechia,No Full-Time Job,15,1,0.01%
Czechia,"Naval Tactical Data System--Combat Information Center Watch Officer, General",37,1,0.01%
Czechia,Naval Tactical Data System--Combat Information Center Officer,46,1,0.01%
Czechia,Micro Computer Data Processor,43,1,0.01%
Czechia,Maintenance Data Analyst,42,1,0.01%
Czechia,No Full-Time Job,33,1,0.01%
Czechia,Internet Database Specialist,53,1,0.01%
Czechia,Internet Database Specialist,40,1,0.01%
Czechia,Internet Database Specialist,35,1,0.01%
Czechia,Internet Database Specialist,25,1,0.01%
Czechia,Health Data Analyst,21,1,0.01%
Czechia,Head of Information Systems and Data Processing,45,1,0.01%
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),40,1,0.01%
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),26,1,0.01%
Czechia,No Full-Time Job,28,1,0.01%
Czechia,No Full-Time Job,34,1,0.01%
Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),43,1,0.01%
Czechia,Oracle Database Administrator (Oracle DBA),38,1,0.01%
Denmark,Automatic Data Processing Planner (ADP Planner),52,1,0.01%
Denmark,Automatic Data Processing Planner (ADP Planner),49,1,0.01%
Denmark,Automatic Data Processing Planner,50,1,0.01%
Denmark,Automatic Data Processing Planner,35,1,0.01%
Czechia,SQL Database Administrator,27,1,0.01%
Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),50,1,0.01%
Czechia,Oracle Database Administrator (Oracle DBA),51,1,0.01%
Czechia,Oracle Database Administrator (Oracle DBA),41,1,0.01%
Czechia,No Full-Time Job,64,1,0.01%
Czechia,No Full-Time Job,36,1,0.01%
Czechia,No Full-Time Job,63,1,0.01%
Czechia,No Full-Time Job,61,1,0.01%
Czechia,No Full-Time Job,60,1,0.01%
Czechia,No Full-Time Job,58,1,0.01%
Czechia,No Full-Time Job,57,1,0.01%
Czechia,No Full-Time Job,55,1,0.01%
Czechia,No Full-Time Job,46,1,0.01%
Czechia,No Full-Time Job,41,1,0.01%
Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),45,1,0.01%
Czechia,Geographic Information Systems Data Manager (GIS Data Manager),62,1,0.01%
Czechia,Data Warehouse Analyst,20,1,0.01%
Czechia,Database Architect,27,1,0.01%
Czechia,Database Engineer,32,1,0.01%
Czechia,Database Engineer,31,1,0.01%
Czechia,Database Development and Administration Project Manager,58,1,0.01%
Czechia,Database Development Project Manager,43,1,0.01%
Czechia,Database Designer,57,1,0.01%
Czechia,Database Coordinator,40,1,0.01%
Czechia,Database Coordinator,27,1,0.01%
Czechia,Database Consultant,45,1,0.01%
Czechia,Database Architect,26,1,0.01%
Czechia,Database Management System Specialist (DBMS Specialist),33,1,0.01%
Czechia,Database Administrator (DBA),18,1,0.01%
Czechia,Database Administration Associate,45,1,0.01%
Czechia,Data Warehousing Specialist,47,1,0.01%
Czechia,Data Warehousing Engineer,42,1,0.01%
Czechia,Data Warehouse Developer,46,1,0.01%
Czechia,Data Warehouse Architect,59,1,0.01%
Czechia,Data Warehouse Architect,28,1,0.01%
Czechia,Data Warehouse Analyst,45,1,0.01%
Czechia,Database Engineer,38,1,0.01%
Czechia,Database Marketing Analyst,23,1,0.01%
Czechia,Geographic Information Systems Data Administrator (GIS Data Administrator),37,1,0.01%
Czechia,Database Tester,49,1,0.01%
Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector),40,1,0.01%
Czechia,Flight Test Data Acquisition Technician,19,1,0.01%
Czechia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",56,1,0.01%
Czechia,Electronic Data Processing Auditor (EDP Auditor),31,1,0.01%
Czechia,Director of Data Operations,59,1,0.01%
Czechia,Databases Software Consultant,32,1,0.01%
Czechia,Databases Computer Consultant,52,1,0.01%
Czechia,Databases Computer Consultant,42,1,0.01%
Czechia,Database Tester,43,1,0.01%
Czechia,Database Security Administrator,26,1,0.01%
Czechia,Database Specialist,34,1,0.01%
Czechia,Database Software Technician,50,1,0.01%
Czechia,Database Software Technician,48,1,0.01%
Czechia,Database Software Technician,41,1,0.01%
Czechia,Database Security Expert,38,1,0.01%
Czechia,Database Security Expert,30,1,0.01%
Czechia,Database Security Administrator,42,1,0.01%
Czechia,Database Security Administrator,40,1,0.01%
Germany,Data Communications Software Consultant,33,1,0.01%
Germany,Data Communications Software Consultant,38,1,0.01%
Germany,Data Communications Software Consultant,40,1,0.01%
Ireland,No Full-Time Job,52,1,0.01%
Italy,Data Architect,45,1,0.01%
Italy,Data Architect,40,1,0.01%
Italy,Data Architect,28,1,0.01%
Italy,Data Architect,27,1,0.01%
Italy,Data Analyst,28,1,0.01%
Italy,Data Analyst,17,1,0.01%
Italy,Data Analysis Assistant,55,1,0.01%
Italy,Data Administrator,49,1,0.01%
Italy,Data Administrator,44,1,0.01%
Italy,Data Administrator,42,1,0.01%
Italy,Data Administrator,33,1,0.01%
Italy,Data Administrator,25,1,0.01%
Italy,Data Administrator,23,1,0.01%
Italy,Data Administrator,20,1,0.01%
Italy,Data Acquisition Technician,55,1,0.01%
Italy,Data Acquisition Technician,33,1,0.01%
Italy,Customer Data Technician,46,1,0.01%
Italy,Computer or Data Processing Systems Consultant,51,1,0.01%
Italy,Computer or Data Processing Systems Consultant,40,1,0.01%
Italy,Data Architect,47,1,0.01%
Italy,Data Architect,48,1,0.01%
Italy,Data Architect,50,1,0.01%
Italy,Data Capture Clerk,58,1,0.01%
Italy,Data Collector,29,1,0.01%
Italy,Data Collection Technician,43,1,0.01%
Italy,Data Coder Operator,42,1,0.01%
Italy,Data Coder Operator,40,1,0.01%
Italy,Data Coder Operator,34,1,0.01%
Italy,Data Coder Operator,27,1,0.01%
Italy,Data Coder Operator,23,1,0.01%
Italy,Data Center Operator,42,1,0.01%
Italy,Data Capture Clerk,45,1,0.01%
Italy,Data Architect,53,1,0.01%
Italy,Data Capture Clerk,39,1,0.01%
Italy,Data Base Design Analyst,57,1,0.01%
Italy,Data Base Design Analyst,51,1,0.01%
Italy,Data Base Design Analyst,50,1,0.01%
Italy,Data Base Design Analyst,47,1,0.01%
Italy,Data Base Design Analyst,45,1,0.01%
Italy,Data Base Design Analyst,31,1,0.01%
Italy,Data Base Design Analyst,20,1,0.01%
Italy,Computer or Data Processing Systems Consultant,37,1,0.01%
Italy,Computer or Data Processing Systems Consultant,35,1,0.01%
Italy,Computer or Data Processing Systems Consultant,31,1,0.01%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),47,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),35,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),21,1,0.01%
Italy,Automatic Data Processing Planner,49,1,0.01%
Italy,Automatic Data Processing Planner,42,1,0.01%
Italy,Automatic Data Processing Planner,40,1,0.01%
Italy,Automatic Data Processing Planner,37,1,0.01%
Italy,Automatic Data Processing Planner,27,1,0.01%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),48,1,0.01%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),44,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),43,1,0.01%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),42,1,0.01%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),35,1,0.01%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),23,1,0.01%
Ireland,SQL Database Administrator,32,1,0.01%
Ireland,Reference Data Expert,44,1,0.01%
Ireland,Oracle Database Administrator (Oracle DBA),29,1,0.01%
Ireland,"Operations Officer, Afloat (Naval Tactical Data Systems)",27,1,0.01%
Ireland,No Full-Time Job,63,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),42,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),45,1,0.01%
Italy,Computer or Data Processing Systems Consultant,30,1,0.01%
Italy,Clinical Data Associate,37,1,0.01%
Italy,Computer or Data Processing Systems Consultant,18,1,0.01%
Italy,Clinical Data Specialist,40,1,0.01%
Italy,Clinical Data Specialist,18,1,0.01%
Italy,Clinical Data Management Manager (CDM Manager),46,1,0.01%
Italy,Clinical Data Management Manager (CDM Manager),30,1,0.01%
Italy,Clinical Data Management Manager (CDM Manager),29,1,0.01%
Italy,Clinical Data Management Associate Director,52,1,0.01%
Italy,Clinical Data Coordinator,45,1,0.01%
Italy,Clinical Data Associate,35,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),47,1,0.01%
Italy,Clinical Data Analyst,39,1,0.01%
Italy,Clinical Data Abstractor,49,1,0.01%
Italy,Business Database Analyst,29,1,0.01%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),50,1,0.01%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),42,1,0.01%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40,1,0.01%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),35,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),51,1,0.01%
Italy,Data Collector,41,1,0.01%
Italy,Data Communications Analyst,31,1,0.01%
Italy,Data Communications Analyst,35,1,0.01%
Italy,Data Management Information Technology Specialist,46,1,0.01%
Italy,Data Miner,25,1,0.01%
Italy,Data Miner,21,1,0.01%
Italy,Data Manager,45,1,0.01%
Italy,Data Manager,42,1,0.01%
Italy,Data Manager,40,1,0.01%
Italy,Data Manager,36,1,0.01%
Italy,Data Management Information Technology Specialist,54,1,0.01%
Italy,Data Management Information Technology Specialist,48,1,0.01%
Italy,Data Management Information Technology Specialist,45,1,0.01%
Italy,Data Miner,30,1,0.01%
Italy,Data Management Information Technology Specialist,43,1,0.01%
Italy,Data Management Information Technology Specialist,42,1,0.01%
Italy,Data Management Information Technology Specialist,41,1,0.01%
Italy,Data Management Information Technology Specialist,40,1,0.01%
Italy,Data Management Information Technology Specialist,28,1,0.01%
Italy,Data Management Associate,50,1,0.01%
Italy,Data Management Associate,40,1,0.01%
Italy,Data Management Associate,27,1,0.01%
Italy,Data Miner,28,1,0.01%
Italy,Data Miner,31,1,0.01%
Italy,Data Input Clerk,43,1,0.01%
Italy,Data Modeling Specialist,49,1,0.01%
Italy,Data Officer,37,1,0.01%
Italy,Data Officer,30,1,0.01%
Italy,Data Officer,28,1,0.01%
Italy,Data Officer,27,1,0.01%
Italy,Data Officer,25,1,0.01%
Italy,Data Officer,18,1,0.01%
Italy,Data Modeling Specialist,58,1,0.01%
Italy,Data Modeling Specialist,50,1,0.01%
Italy,Data Modeling Specialist,47,1,0.01%
Italy,Data Miner,32,1,0.01%
Italy,Data Modeling Specialist,40,1,0.01%
Italy,Data Modeling Specialist,25,1,0.01%
Italy,Data Modeling Specialist,17,1,0.01%
Italy,Data Modeler,27,1,0.01%
Italy,Data Miner,43,1,0.01%
Italy,Data Miner,41,1,0.01%
Italy,Data Miner,39,1,0.01%
Italy,Data Miner,35,1,0.01%
Italy,Data Input Clerk,47,1,0.01%
Italy,Data Input Clerk,42,1,0.01%
Italy,Data Communications Analyst,36,1,0.01%
Italy,Data Communications Technician,55,1,0.01%
Italy,Data Conversion Operator,63,1,0.01%
Italy,Data Control Clerk Supervisor,46,1,0.01%
Italy,Data Control Clerk Supervisor,30,1,0.01%
Italy,Data Control Assistant,30,1,0.01%
Italy,Data Control Assistant,22,1,0.01%
Italy,Data Compiler,49,1,0.01%
Italy,Data Compiler,47,1,0.01%
Italy,Data Compiler,37,1,0.01%
Italy,Data Communications Software Consultant,58,1,0.01%
Italy,Data Coordinator,34,1,0.01%
Italy,Data Communications Software Consultant,53,1,0.01%
Italy,Data Communications Software Consultant,40,1,0.01%
Italy,Data Communications Software Consultant,34,1,0.01%
Italy,Data Communications Software Consultant,27,1,0.01%
Italy,Data Communications Analyst,63,1,0.01%
Italy,Data Communications Analyst,50,1,0.01%
Italy,Data Communications Analyst,42,1,0.01%
Italy,Data Communications Analyst,38,1,0.01%
Italy,Data Coordinator,24,1,0.01%
Italy,Data Coordinator,35,1,0.01%
Italy,Data Input Clerk,40,1,0.01%
Italy,Data Entry Operator,43,1,0.01%
Italy,Data Examination Clerk,29,1,0.01%
Italy,Data Entry Supervisor,59,1,0.01%
Italy,Data Entry Supervisor,48,1,0.01%
Italy,Data Entry Supervisor,46,1,0.01%
Italy,Data Entry Specialist,51,1,0.01%
Italy,Data Entry Representative,42,1,0.01%
Italy,Data Entry Representative,41,1,0.01%
Italy,Data Entry Representative,34,1,0.01%
Italy,Data Entry Machine Operator,63,1,0.01%
Italy,Data Coordinator,40,1,0.01%
Italy,Data Entry Clerk,53,1,0.01%
Italy,Data Entry Clerk,37,1,0.01%
Italy,Data Entry Clerk,25,1,0.01%
Italy,Data Entry Associate,48,1,0.01%
Italy,Data Coordinator,57,1,0.01%
Italy,Data Coordinator,48,1,0.01%
Italy,Data Coordinator,45,1,0.01%
Italy,Data Coordinator,42,1,0.01%
Ireland,No Full-Time Job,60,1,0.01%
Ireland,No Full-Time Job,49,1,0.01%
Germany,Data Communications Software Consultant,44,1,0.01%
Ireland,No Full-Time Job,48,1,0.01%
Hungary,Database Programmer,58,1,0.01%
Hungary,Database Modeler,42,1,0.01%
Hungary,Database Marketing Analyst,53,1,0.01%
Hungary,Database Marketing Analyst,19,1,0.01%
Hungary,Database Manager,26,1,0.01%
Hungary,Database Management System Specialist (DBMS Specialist),40,1,0.01%
Hungary,Database Management System Specialist (DBMS Specialist),30,1,0.01%
Hungary,Database Engineer,44,1,0.01%
Hungary,Database Engineer,27,1,0.01%
Hungary,Database Developer,32,1,0.01%
Hungary,Database Designer,39,1,0.01%
Hungary,Database Design Analyst,31,1,0.01%
Hungary,Database Coordinator,54,1,0.01%
Hungary,Database Coordinator,45,1,0.01%
Hungary,Database Coordinator,39,1,0.01%
Hungary,Database Consultant,35,1,0.01%
Hungary,Database Consultant,26,1,0.01%
Hungary,Database Analyst,44,1,0.01%
Hungary,Database Administration Manager,47,1,0.01%
Hungary,Database Security Administrator,46,1,0.01%
Hungary,Database Software Technician,19,1,0.01%
Hungary,Database Software Technician,48,1,0.01%
Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",28,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),52,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),48,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),40,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),31,1,0.01%
Hungary,Flight Test Data Acquisition Technician,41,1,0.01%
Hungary,Field Traffic Data Technician,45,1,0.01%
Hungary,Field Traffic Data Technician,19,1,0.01%
Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",30,1,0.01%
Hungary,Electronic Data Processing Auditor (EDP Auditor),30,1,0.01%
Hungary,Database Tester,44,1,0.01%
Hungary,Electronic Data Interchange System Developer (EDI System Developer),32,1,0.01%
Hungary,Director of Data Operations,40,1,0.01%
Hungary,Director of Data Operations,27,1,0.01%
Hungary,Datastage Developer,18,1,0.01%
Hungary,Databases Software Consultant,61,1,0.01%
Hungary,Databases Software Consultant,41,1,0.01%
Hungary,Databases Computer Consultant,40,1,0.01%
Hungary,Databases Computer Consultant,34,1,0.01%
Hungary,Database Administration Manager,27,1,0.01%
Hungary,Database Administration Associate,37,1,0.01%
Hungary,Database Administration Associate,31,1,0.01%
Hungary,Data Modeling Specialist,33,1,0.01%
Hungary,Data Processing Services Sales Representative,44,1,0.01%
Hungary,Data Processing Services Sales Representative,38,1,0.01%
Hungary,Data Processing Manager,43,1,0.01%
Hungary,Data Processing Auxiliary Equipment Operator,36,1,0.01%
Hungary,Data Processing Auditor,27,1,0.01%
Hungary,Data Processing Auditor,25,1,0.01%
Hungary,Data Operations Director,28,1,0.01%
Hungary,Data Modeling Specialist,35,1,0.01%
Hungary,Data Miner,37,1,0.01%
Hungary,Data Processing Supervisor,45,1,0.01%
Hungary,Data Miner,30,1,0.01%
Hungary,Data Miner,27,1,0.01%
Hungary,Data Miner,25,1,0.01%
Hungary,Data Miner,21,1,0.01%
Hungary,Data Management Information Technology Specialist,41,1,0.01%
Hungary,Data Management Information Technology Specialist,29,1,0.01%
Hungary,Data Management Associate,45,1,0.01%
Hungary,Data Management Associate,44,1,0.01%
Hungary,Data Processing Services Sales Representative,52,1,0.01%
Hungary,Data Processing Systems Analyst,43,1,0.01%
Hungary,Database Administration Associate,28,1,0.01%
Hungary,Data Warehouse Architect,31,1,0.01%
Hungary,Data Warehousing Specialist,26,1,0.01%
Hungary,Data Warehousing Manager,49,1,0.01%
Hungary,Data Warehousing Engineer,36,1,0.01%
Hungary,Data Warehouse Specialist,49,1,0.01%
Hungary,Data Warehouse Specialist,32,1,0.01%
Hungary,Data Warehouse Specialist,25,1,0.01%
Hungary,Data Warehouse Specialist,21,1,0.01%
Hungary,Data Warehouse Developer,54,1,0.01%
Hungary,Data Warehouse Analyst,33,1,0.01%
Hungary,Data Processing Systems Analyst,50,1,0.01%
Hungary,Data Warehouse Analyst,25,1,0.01%
Hungary,Data Storage Specialist,45,1,0.01%
Hungary,Data Storage Specialist,44,1,0.01%
Hungary,Data Storage Specialist,28,1,0.01%
Hungary,Data Specialist,55,1,0.01%
Hungary,Data Specialist,29,1,0.01%
Hungary,Data Processor,36,1,0.01%
Hungary,Data Processing Systems Project Planner,41,1,0.01%
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),22,1,0.01%
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),54,1,0.01%
Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator),40,1,0.01%
Ireland,Data Warehousing Manager,30,1,0.01%
Ireland,Database Security Administrator,16,1,0.01%
Ireland,Database Modeler,44,1,0.01%
Ireland,Database Modeler,14,1,0.01%
Ireland,Database Designer,29,1,0.01%
Ireland,Database Consultant,22,1,0.01%
Ireland,Database Architect,46,1,0.01%
Ireland,Database Administration Associate,62,1,0.01%
Ireland,Data Warehousing Specialist,42,1,0.01%
Ireland,Data Warehouse Analyst,29,1,0.01%
Ireland,Database Tester,35,1,0.01%
Ireland,Data Systems Manager,44,1,0.01%
Ireland,Data Systems Manager,40,1,0.01%
Ireland,Data Specialist,45,1,0.01%
Ireland,Data Security Administrator,44,1,0.01%
Ireland,Data Scientist,38,1,0.01%
Ireland,Data Processing Systems Project Planner,42,1,0.01%
Ireland,Data Processing Systems Analyst,40,1,0.01%
Ireland,Data Processing Systems Analyst,34,1,0.01%
Ireland,Database Tester,27,1,0.01%
Ireland,Electronic Data Processing Auditor (EDP Auditor),35,1,0.01%
Ireland,Data Processing Manager,33,1,0.01%
Ireland,No Full-Time Job,29,1,0.01%
Ireland,No Full-Time Job,46,1,0.01%
Ireland,No Full-Time Job,45,1,0.01%
Ireland,No Full-Time Job,44,1,0.01%
Ireland,No Full-Time Job,42,1,0.01%
Ireland,No Full-Time Job,40,1,0.01%
Ireland,No Full-Time Job,39,1,0.01%
Ireland,No Full-Time Job,34,1,0.01%
Ireland,No Full-Time Job,31,1,0.01%
Ireland,No Full-Time Job,26,1,0.01%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),26,1,0.01%
Ireland,No Full-Time Job,25,1,0.01%
Ireland,No Full-Time Job,22,1,0.01%
Ireland,No Full-Time Job,17,1,0.01%
Ireland,LiDAR Data Analyst,28,1,0.01%
Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),35,1,0.01%
Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),30,1,0.01%
Ireland,Geographic Information Systems Data Specialist (GIS Data Specialist),45,1,0.01%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),40,1,0.01%
Ireland,Data Processing Mechanic,27,1,0.01%
Ireland,Data Processing Consultant,59,1,0.01%
Hungary,Head of Information Systems and Data Processing,25,1,0.01%
Hungary,No Full-Time Job,21,1,0.01%
Hungary,No Full-Time Job,51,1,0.01%
Hungary,No Full-Time Job,47,1,0.01%
Hungary,No Full-Time Job,46,1,0.01%
Hungary,No Full-Time Job,45,1,0.01%
Hungary,No Full-Time Job,33,1,0.01%
Hungary,No Full-Time Job,30,1,0.01%
Hungary,No Full-Time Job,28,1,0.01%
Hungary,No Full-Time Job,27,1,0.01%
Hungary,No Full-Time Job,19,1,0.01%
Hungary,No Full-Time Job,61,1,0.01%
Hungary,No Full-Time Job,17,1,0.01%
Hungary,Naval Tactical Data System--Combat Information Center Officer,40,1,0.01%
Hungary,Marketing Database Analyst,23,1,0.01%
Hungary,Internet Database Specialist,58,1,0.01%
Hungary,Internet Database Specialist,40,1,0.01%
Hungary,Health Data Analyst,28,1,0.01%
Hungary,Head of Information Systems and Data Processing,47,1,0.01%
Hungary,Head of Information Systems and Data Processing,26,1,0.01%
Hungary,No Full-Time Job,53,1,0.01%
Hungary,No Full-Time Job,63,1,0.01%
Ireland,Data Processing Consultant,45,1,0.01%
Ireland,Data Communications Analyst,26,1,0.01%
Ireland,Data Processing Auditor,61,1,0.01%
Ireland,Data Processing Auditor,42,1,0.01%
Ireland,Data Miner,49,1,0.01%
Ireland,Data Management Associate,46,1,0.01%
Ireland,Data Management Associate,44,1,0.01%
Ireland,Data Input Clerk,25,1,0.01%
Ireland,Data Control Clerk Supervisor,41,1,0.01%
Ireland,Data Communications Analyst,45,1,0.01%
Ireland,Data Architect,35,1,0.01%
Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)",50,1,0.01%
Ireland,Data Acquisition Technician,37,1,0.01%
Ireland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),38,1,0.01%
Ireland,Automatic Data Processing Planner (ADP Planner),44,1,0.01%
Hungary,SQL Database Administrator,36,1,0.01%
Hungary,SQL Database Administrator,32,1,0.01%
Hungary,SQL Database Administrator,26,1,0.01%
Hungary,SQL Database Administrator,25,1,0.01%
Hungary,Oracle Database Administrator (Oracle DBA),47,1,0.01%
Italy,Data Officer,40,1,0.01%
Italy,Data Officer,41,1,0.01%
Italy,Data Officer,44,1,0.01%
Italy,Data Officer,45,1,0.01%
Italy,Database Security Expert,45,1,0.01%
Italy,Database Security Expert,41,1,0.01%
Italy,Database Security Expert,36,1,0.01%
Italy,Database Security Expert,32,1,0.01%
Italy,Database Security Expert,23,1,0.01%
Italy,Database Security Administrator,50,1,0.01%
Italy,Database Security Administrator,49,1,0.01%
Italy,Database Security Administrator,47,1,0.01%
Italy,Database Security Administrator,40,1,0.01%
Italy,Database Security Administrator,39,1,0.01%
Italy,Database Security Administrator,37,1,0.01%
Italy,Database Security Administrator,29,1,0.01%
Italy,Database Programmer,45,1,0.01%
Italy,Database Programmer,40,1,0.01%
Italy,Database Modeler,47,1,0.01%
Italy,Database Modeler,44,1,0.01%
Italy,Database Modeler,42,1,0.01%
Italy,Database Marketing Analyst,54,1,0.01%
Italy,Database Marketing Analyst,45,1,0.01%
Italy,Database Software Technician,15,1,0.01%
Italy,Database Software Technician,25,1,0.01%
Italy,Database Software Technician,31,1,0.01%
Italy,Database Tester,25,1,0.01%
Italy,Database Tester,58,1,0.01%
Italy,Database Tester,56,1,0.01%
Italy,Database Tester,53,1,0.01%
Italy,Database Tester,47,1,0.01%
Italy,Database Tester,41,1,0.01%
Italy,Database Tester,40,1,0.01%
Italy,Database Tester,32,1,0.01%
